title,publish_date,text_body,category
"Women can study in gender-segregated universities, say Afghan Taliban
","September 12, 2021","Women in Afghanistan can continue to study in universities, including at postgraduate levels, but classrooms will be gender-segregated and Islamic dress is compulsory, the higher education minister in the new Taliban government said on Sunday.
The minister, Abdul Baqi Haqqani, laid out the new policies at a news conference, several days after Afghanistan's new rulers 
 an all-male government. On Saturday, the Taliban had raised their flag over the presidential palace, signalling the start of the work of the new government.
The world has been watching closely to see to what extent the Taliban might act differently from their first time in power, in the late 1990s. During that era, girls and women were denied an education and were excluded from public life.
The Taliban have suggested they have changed, including in their attitudes toward women. However, women have been banned from sports and the Taliban have used violence in recent days against women protesters demanding equal rights.
Haqqani said the Taliban did not want to turn the clock back 20 years. ""We will start building on what exists today,"" he said.
However, female university students will face restrictions, including a compulsory dress code. Haqqani said hijabs will be mandatory but did not specify if this meant compulsory headscarves or also compulsory face coverings.
Gender segregation will also be enforced, he said. ""We will not allow boys and girls to study together,"" he said. ""We will not allow co-education.""
 
Haqqani said the subjects being taught would also be reviewed. While he did not elaborate, he said he wanted graduates of Afghanistan's universities to be competitive with university graduates in the region and the rest of the world.
The Taliban banned music and art during their previous time in power. This time around television has remained and news channels still show women presenters, but the Taliban messaging has been erratic.
In an interview on Afghanistan's popular 
, Taliban spokesman Syed Zekrullah Hashmi said women should give birth and raise children and while the Taliban have not ruled out eventual participation of women in government, the spokesman said it's not necessary that women be in the cabinet.
The Taliban 
 on Aug 15, the day they overran the capital of Kabul after capturing outlying provinces in a rapid military campaign. They initially promised inclusiveness and a general amnesty for their former opponents, but many Afghans remain deeply fearful of the new rulers. 
Taliban police officials have 
 Afghan journalists, violently dispersed women's protests and formed an all-male government despite saying initially they would invite broader representation.
The new higher education policy signals a change from the accepted practice before the Taliban takeover. Universities were co-ed, with men and women studying side by side, and female students did not have to abide by a dress code. However, the vast majority of female university students opted to wear headscarves in line with traditions.
In elementary and high schools, boys and girls were taught separately, even before the Taliban came to power. In high schools, girls had to wear tunics reaching to their knees and white headscarves, and jeans, makeup and jewellery were not permitted.",World
"Third LNG terminal to end Karachi industry’s gas woes: SSGC
","September 17, 2021","KARACHI: Gas shortages for industries, especially in winters, will end after installation of third liquefied natural gas (LNG) terminal at the Port Qasim in a year or two, said Sui Southern Gas Company Ltd (SSGCL) managing director Imran Maniar.
Speaking with businessmen at the Karachi Chamber of Commerce and Industry (KCCI) on Thursday,
Mr Maniar admitted that there were difficulties and challenges but the picture is rosy as the activation of the third LNG terminal will certainly help in resolving gas shortage issue being suffered by all types of consumers in Karachi.
Explaining overall gas demand and supply situation, he said a total of 4,000 mmcfd gas including indigenous gas and regasified liquefied natural gas (RLNG) is being used all over the country of which around 950 mmcfd is being provided to SSGCL from indigenous resources in Sindh and Balochistan, while 150 mmcfd of RLNG is also being given to them and the rest of gas is being used by the SNGPL.
According to a KCCI press release, Mr Maniar said SSGCL takes 110 mmcfd from natural resources in Balochistan while the rest of 75 per cent gas comes into the system from resources in Sindh, but these gas reserves are depleting fast at a rate of 10pc per annum, he warned.
The SSGCL takes around 150-180 mmcfd of RLNG from two terminals at Port Qasim, but the supply reduces to 70-80 mmcfd in winters while the demand for gas in Balochistan rises to 120 mmcfd, thus creating an overall shortage of around 195 mmcfd, he said.
To deal with shortages, the government has designed a mechanism in which all the consumers from domestic to industrial have been ranked from top to bottom in which domestic consumers were at the top of the list, followed by export-oriented industry, while CNG stations were at the bottom of the list and non-export industry was above CNG stations, he elaborated.
Mr Maniar said SSGCL carries out load management during winter season exactly as per the government list whereas RLNG supplies to KE are completely cut to zero that helps in covering the gas shortage by 75-80 mmcfd whereas suspension of gas to CNG stations further saves 20 mmcfd that leads to reducing the gas shortfall by 95 mmcfd, out of a total shortfall of 195 mmcfd, he added.
Businessman Group chairman Zubair Motiwala pointed out that the first and foremost problems being faced by gas consumers were the low gas pressure in the industrial zones of Karachi, thus affecting local production and exports.
The data of last one decade indicates that 1,200 mmcfd of gas was available from indigenous resources 10 years ago when the industries were utilising around 385 mmcfd gas and then around seven years ago, a decline to 335 mmcfd was witnessed in the industrial consumption which later on picked up but to date, the maximum industrial consumption was not more than 400 mmcfd, he said.
He was of the view that demand from industries during winter remains intact yet the industries suffer the most which was not a correct approach. The demand for gas rises in Balochistan to 200 mmcfd from around 40 to 50 mmcfd and it also increases in Sindh during winter season. Hence, the gas shortage was not because of rise in demand by the industry but purely due to enhanced consumption by domestic users.
Meanwhile, SSGCL in a press release announced resumption of RLNG supplies from Engro’s LNG terminal.
SSGCL has gradually started supplying gas to K-Electric, FFBQL and Sindh Nooriabad Power Company, in accordance to their respective pre dry docking intakes. The overall gas pressure in Karachi has also improved remarkably, the company said.",Pakistan
"Pakistan becomes self-sufficient in mung bean output
","September 17, 2021","ISLAMABAD: Pakistan has become self-sufficient in mung bean production as the first estimate of the crop for 2021-22 records the legume output at 253,000 tonnes against the national requirement of about 180,000 tonnes.
The self-sufficiency in mung bean — a major edible legume in Asia — was announced during the annual review and planning meeting for Rabi 2021-22 on Thursday. The meeting was organised by the Pakistan Agricultural Research Cou­ncil (PARC) for its Public Sector Development Prog­ramme-funded project ‘Pro­moting Research for Prod­uctivity Enhancement in Pulses’.
Minister for National Food Security and Research Syed Fakhr Imam, who attended the annual review meeting, said the government was willing to take steps for promoting production of pulses in the country if strategies like the one adopted by PARC are brainstormed and implemented in letter and spirit. The proposed buyback mechanism will be profitable for the farmers and will certainly entice the farmers to cultivate pulse commodities, he added.
In his presentation on the impact of the project, PARC National Coordinator of Plant Sciences Division Dr Muhammad Mansoor Joyia said the area under mung bean during 2020-21 incr­eased by 35 per cent while production increased by 65pc in Punjab, 6pc in Khyber Pakhtunkhwa and 17pc in Balochistan.
At the same time, cultivation area under mash bean increased by 19pc, while production increased by 27pc in Balochistan. He further explained that the area under chickpea increased by 22pc and production by 23pc. The area under lentil increased by 17.5pc and the production increased in Balochistan by 18pc.",Newspaper
"FIFA intensifies push to stage World Cup every two years
","September 17, 2021","ZURICH: FIFA intensified its push for hosting the World Cup every two years on Thursday by garnering support from football fans around the world to help combat resistance from Europe and South America. 
The latest public relations tactic came in the form on an online survey commissioned by FIFA.
The FIFA statement did not provide data, details of the polling methodology or questions asked, but claimed its findings showed “considerable differences between the so-called traditional markets and the developing football markets.”
European football body UEFA and South American counterpart CONMEBOL oppose FIFA’s plan and have threatened to boycott additional World Cups. Europe and South America combine for 65 of the 211 FIFA members fewer than the one-third total likely needed to block any proposal.
The governing bodies of the six continental football federations all stage their own championships, with Europe hosting its tournament every four years halfway between the World Cups. Adding an extra World Cup in every four-year cycle would likely cut into the European events revenue stream. 
FIFA’s controversial proposal of a biennial World Cup, first floated in the 1990s, was revived by FIFA’s head of Global Football Development, former Arsenal manager Arsene Wenger. 
FIFA’s congress in May voted by a large majority to conduct a feasibility study into the potential of holding the World Cup every two years instead of every four years. 
FIFA said it used polling company YouGov and that the 15,000 respondents “were identified as expressing an interest in football and the FIFA World Cup, from a broader market research survey involving 23,000 people in 23 countries, across the organisation’s six confederations.” 
It said the majority of fans would like to see a more frequent men’s World Cup and of those respondents, a majority preferred a biennial competition. 
The most favourable towards this increased frequency are the  “younger generations in all regions” and  “developing markets”, while older football lovers remain attached to the tradition of a four-yearly tournament which has been in place since the first World Cup in 1930. 
The organisation said that it would publish full details of the survey and added that an expanded survey involving 100,000 people in more than 100 countries was currently underway. 
FIFA’s latest survey follows one week after it hosted about 80 former international players, including several World Cup winners, for a two-day meeting in Qatar — the 2022 World Cup host country. 
The players reported they all agreed it was a good idea to double the number of men’s World Cups in each four-year period. 
FIFA president Gianni Infantino believes staging more tournaments would increase opportunities and enthusiasm in most of the 211 member countries, many of which never qualify to play at the World Cup. 
Expanding the World Cup from 32 teams to 48 starting at the 2026 tournament in North America was one of the biggest early decisions of Infantino’s presidency, which began in 2016. FIFA also wants to distribute extra World Cup revenue to improve talent development and help national teams globally close the gap on Europe. 
European teams have won the past four World Cups and filled 13 of the 16 semi-final slots. The other three semi-finalists from 2006-18 were from South America. 
The UEFA-backed Football Supporters Europe group also opposed the biennial World Cup plan, claiming it would distort the balance between domestic and international football, and club and national teams. 
Global players union FIFPRO has also warned of burnout in the increasingly congested football schedule. 
However, the Asian Football Confederation (AFC) said it welcomes the consultation process and CONCACAF, which organises the game in North and Central America and the Caribbean, says it is studying the plans. 
Wenger says that the status quo causes too much disruption and forces players to make too many long trips around the world for qualifiers and friendly matches. He says his system would streamline the process while still keeping the balance of 80% club football and 20% national team football. 
Any final decision on the proposal would have to be made by a FIFA Congress, which usually takes place in May.",Newspaper
"France suspends 3,000 unvaccinated health workers
","September 17, 2021","PARIS: Thousands of health workers across France have been suspended without pay for failing to get vaccinated against Covid-19 ahead of a deadline this week, Health Minister Olivier Veran said on Thursday.
France’s national public health agency estimated last week that roughly 12 per cent of hospital staff and around six per cent of doctors in private practices have yet to be vaccinated.
“Some 3,000 suspensions were notified yesterday to employees at health centres and clinics who have not yet been vaccinated,” Veran told 
 radio.
He added that “several dozens” had turned in their resignations rather than sign up for the jabs.
That compares with 2.7 million health workers overall, Veran said, adding that “continued healthcare is assured.” “A large number of these suspensions are only temporary” and mainly concern support staff, with “very few nurses” among those told to stay home, he said.
Based on figures provided by individual hospitals, the actual number of suspended employees could be higher.
The Paris hospital system said that 340 workers had been suspended.
Local press reports have cited large numbers at hospitals in smaller cities — up to 450 in Nice and 100 in Perpignan.
Available figures point to nearly 1,500 suspensions at just over a dozen hospitals, according to a tally, with dozens more elsewhere across France.
President Emmanuel Macron gave staff at hospitals, retirement home workers and the fire service an ultimatum in July to get at least one shot by September 15 or face unpaid suspension.
France has also made a Covid “health pass” mandatory for entering cafes, restaurants and many other public places, prompting weekly protests by tens of thousands of people who claim they are being discriminated against.
Many healthcare workers are still avoiding jabs, citing safety or efficacy concerns, raising the spectre of disruptions to services in facilities forced to suspend staff without pay.
Overall, 70 percent of the French have received both doses required to be fully vaccinated, which are available to everyone over age 12 — one of the highest rates in the world.
But 74 percent have had one dose only, suggesting that many people are holding out against the jabs despite their widespread availability — and as the more contagious Delta variant spreads worldwide.
While vaccines have helped France limit a “fourth wave” of infections, with fewer than 2,000 Covid patients now in intensive care each day, Veran said it is “too early” to considering lifting the health pass requirement.
“There are still around 10,000 new cases each day — the pandemic isn’t over,” he said.
On Wednesday, the health ministry reported 79 Covid deaths over the previous 24 hours, bringing the French total to 115,829.",Newspaper
"Unicef urges all states to reopen schools
","September 17, 2021","MANILA: The United Nations children’s agency Unicef has urged education authorities to reopen schools as soon as possible in countries where millions of students are still not allowed to return to classrooms 18 months into the Covid-19 pandemic.
Schools in around 17 countries remain fully closed, while those in 39 countries remain partially closed, according to a report released by Unicef on Thursday.
Among those “almost completely closed” are schools usually attended by nearly 77 million students in the Philippines, Bangladesh, Venezuela, Saudi Arabia, Panama and Kuwait.
Nearly a third of this figure is accounted for by the Philippines, which is fighting one of Asia’s worst coronavirus outbreaks and where a new school year started this week.
Pupils from the six countries represent more than half of the 131 million students worldwide that have missed more than three-quarters of their in-person learning, Unicef said.
“The education crisis is still here, and with each passing day that classrooms remain dark, the devastation worsens,” said Unicef Executive Director Henrietta Fore.
The report said teachers should be prioritised for Covid-19 vaccines, after health workers and those most at risk, to protect them from community transmission.
Students may be safer at home, but the availability of computers, mobile phones and internet, and the uneven quality of education, are among challenges they continue to face.
In the Philippines, some children have been forced to climb onto roofs just to get an internet signal.
In June, President Rodrigo Duterte rejected a proposal to allow face-to-face classes to resume in some areas, saying: “I cannot gamble on the health of the children.”
In a report released in April, the Asian Development Bank estimated school closures lasting more than a year could slash future earnings among the region’s students by as much as $1.25 trillion, or equivalent to 5.4pc of GDP in 2020.
Unicef and its partners will shut down their digital channels for 18 hours on Thursday to draw attention to the crisis and the “18 months of lost learning”.
“This is a crisis we will not allow the world to ignore,” Unicef’s Fore said. “Our channels are silent, but our message is loud: Every community, everywhere must reopen schools as soon as possible.”",Newspaper
"Teenager killed while making TikTok video in Haripur
","September 17, 2021","HARIPUR: A teenage boy was killed when a pistol held by his cousin went off accidentally while making a TikTok video in Hattar village, police said on Thursday.
Sharif Akhtar, a resident of Hattar, told the police that his son Raqeebur Rehman, 17, and nephew Usman were at their shop in Dohriyan area when Usman was making a video for TikTok with his licenced 30-bore pistol.
He said the pistol went off accidentally and a bullet pierced through Raqeeb’s chest. He was taken to rural health centre, Kot Najibullah, but did not survive. The police have registered a case against Usman.
Honour killing case: The court of sessions judge-I, Haripur, has ordered the local police to complete the investigation into alleged honour killing of a girl and register an FIR of the case if the offence is established.
Bilal Hussain Shah of Sera-i-Saleh village had filed a petition under section 22-A of the CrPC praying for issuance of an order to the SHO of local police station for registration of a murder case against the parents of his wife.
Presenting documentary evidence of his court marriage registered in Taxila on Aug 8, 2019, the complainant contended that after they solemnised court marriage the parents of his wife took her to their home on the promise of holding proper wedding ceremony for allegedly saving the family’s honour.
The complainant said on July 2, 2020, he was informed that his wife was burnt to death in her kitchen by fire caused by gas leakage. He filed a complaint with Sera-e-Saleh police, but they did not register an FIR and started an inquiry which could not be completed even after 14 months.",Pakistan
"Javed Latif becomes a bone of contention between Sharifs
","September 17, 2021","LAHORE: PML-N MNA Javed Latif has reportedly become a bone of  contention between the two brothers –Nawaz Sharif and Shehbaz Sharif –  after the former reportedly did not agree with the latter (president of  the party) to issue the MNA a show-cause notice for indirectly leveling  serious allegations against the younger Sharif and his cronies.  
“As a mark of protest Mr Shehbaz did not attend two back-to-back  divisional level meetings of the party in Lahore, which were also  attended by his elder brother (Nawaz),” a party insider privy to the  development told 
 on Thursday. Hamza Shehbaz also did not attend these meetings, supporting his father’s stance.  
The insider said Shehbaz might end his silent protest and attend next divisional level meetings on assurance of ‘some action’ against  Latif.   
“Shehbaz Sharif, the opposition leader in the National Assembly,  is very upset over Latif’s rant against him and his cronies. He wanted  to issue a show-cause notice (to Latif) for violating the party  discipline but Nawaz stopped him, asking him to wait for a while,” the  insider claimed, adding that since Shehbaz dared not challenge his elder  brother’s opinion, he chose to register a silent protest by not  attending the party meetings he was supposed to preside over.  
Javed Latif, who had come close to Maryam Nawaz after going to  jail, had told a private news channel that four to five leaders in the  PML-N were on an ‘assignment’.   
“These persons have been given the assignment to distort the  PML-N’s narrative (respect the ballot). Whenever the campaign against  the government reaches a decisive phase, one of them tries to defuse it.  Those on this are those who are talking about ‘reconciliation’. I don’t  want to name them but when seasoned leaders cause damage to the  narrative, this is not possible without an assignment (from the  establishment),” Latif had said and alleged that these four or five  leaders in the PML-N got assignments from those who did not believe in  law and the constitution. “These leaders must remember the fate of  Chaudhry Nisar,” Latif had warned.   
“This is simply outrageous. Latif thinks that he has got the  licence to take on Shehbaz and other senior leaders after securing the  blessings of Maryam Nawaz,” a senior leader considered to be from the  Shehbaz group said.   
“Latif should not only be served with a show cause but strict  action be taken against him for crossing the red line,” he suggested,  saying that Latif’s outburst against Shehbaz and others was at the  behest of someone in the top of the Nawaz and Maryam camp.  
Latif, an MNA from Sheikhupura district, was released from jail a  couple of months ago in a case of ‘inciting people against the state  institutions’.   
In a television programme, he had said his party would not say  “Pakistan Khappay” (Long Live Pakistan) if anything happened to its vice  president Maryam Nawaz.  
When contacted by 
, Malik Ahmad Khan, the newly  appointed spokesperson for Shehbaz Sharif, admitted that Mr Latif had  violated the party discipline.   
“The party president (Shehbaz) has taken a serious note of  Latif’s uncalled for comments and the power to issue a show-cause to him  (Latif) rests with him,” Mr Khan said.   
However, according to a news channel, PML-N vice president denied  the reports, urging the party workers not to pay attention to the  ‘propaganda by the enemy,’ saying Nawaz and Shehbaz ‘are one’.  
“This is a democratic party. Differences in opinion may exist.  This does not mean that one raises questions pertaining to party  leadership,” she said, addressing a gathering of workers from Bahawalpur  division. “When it comes to the party leadership, everyone agrees with  Nawaz Sharif as well as Shehbaz Sharif,” she said. 
Latif did not respond to 
’s queries.  
Nawaz Sharif also addressed the party meeting of the Bahawalpur  division via a video link from London. It was attended by Maryam Nawaz,  Pervaiz Rashid, Ahsan Iqbal, Rana Sanaullah, Khurram Dastgir, Awais  Leghari and Azma Bokhari.",Newspaper
"LSM grows by modest 2.25pc in July
","September 16, 2021","ISLAMABAD: The Large Scale Manufacturing (LSM) grew by 2.25 per cent in July, reflecting a slowdown in industrial output, data released by the Pakistan Bureau of Statistics (PBS) showed on Wednesday. 
The slowdown in the first month of the current financial year is in stark contrast compared to the previous few months when the industrial growth was in double digits with a claim of revival of industrial production after a slump because of a countrywide lockdown due to the Covid-19 pandemic. 
In the outgoing financial year, the LSM showed highest growth of 14.85pc and the government claimed that slums in industrial production has come to an end. 
On a month-on-month basis, the big industry production contracted by 4.91pc. 
Since July 2020, the LSM has rebounded after suffering months of a downturn on account of the Covid-19 pandemic, mainly in the automobile, construction, textile, food, chemicals, non-metallic mineral products and pharmaceutical sectors. 
The PBS snapshot of manufacturing activity showed that 11 out of 15 sub-sectors in the LSM rose in July. Low interest rates and reduction in duties on raw materials are expected to further spur economic activities during the current financial year. 
The production has witnessed increase in textile, pharmaceuticals, chemicals, automobiles, iron & steel products and fertilisers, while it decreased in non-metallic mineral products, and paper & board. 
Sector-wise, production of 11 items under the Oil Companies Advisory Committee fell by 3.57pc year-on-year in July. The 36 items under the Ministry of Industries and Production rose by 1.40pc, while 65 items reported by the provincial bureaus of statistics were up by 5.22pc. 
The LSM at 9.73pc of GDP dominates the overall manufacturing sector, accounting for 76.1pc of the sectoral share. It is followed by Small Scale Manufacturing which accounts for 2.12pc of total GDP and 16.6pc sectoral share. 
According to the Pakistan Economic Survey 2020-21, despite the issues raised in the ongoing Covid-19 pandemic, the manufacturing sector remained sound and resilient during FY21 on the back of well in time government initiatives. 
It further said the government’s thoughtful decision to resume business activities and adoption of smart lockdowns boosted sentiments and the economy gained traction after witnessing a hefty decline in FY20. 
As per the PBS data, the entire automobile sector excluding buses showed strong growth in July 2021 compared to the same period from a year ago. Production of tractors rose by 38.35pc, trucks by 10.20pc, jeep and cars by 92.19pc, LCVs by 66.16pc and motorcycles by 8.22pc in July. However, the production of buses declined by 79.59pc. 
Cement output also dipped by 10.02pc in July despite the fact that there is a greater demand following the start of construction activities and increase in exports. In the steel sector, billets and ingots also posted a growth of 9.01pc. The production of paints and varnishes declined by 2.14pc and cigarettes by 13.71pc. 
In pharmaceuticals, the output of tablets dipped by 24.07pc, injection by 36.53pc, and capsules by 18.39pc. However, the output of syrups is up by 86.67pc. 
On the other hand, cooking oil production rebounded and posted a growth of 5.20pc and tea blended by 32.32pc. However, vegetable ghee production fell by10.69pc while wheat and grain milling output dipped by 1.26pc. 
The PBS data for April showed that output of petroleum products fell by 3.57pc across the board. The output of two oil products — petrol and high-speed diesel — was up by 1.16pc and 5.29pc, respectively, whereas furnace oil production fell by 15.52pc, kerosene oil 2.09pc. 
The production of LPG was up by 11.41pc, followed by lubricating oil 131.39pc, jute batching oil 7.74pc and solvent naphtha by 12.87pc, respectively.",Newspaper
"FBR told to help stabilise edible oil prices
","September 16, 2021","ISLAMABAD: Finance Minister Shaukat Tarin has directed the Federal Board of Revenue (FBR) to work out a strategy to ensure measurable impact on prices of ghee/edible oil in domestic market.  
He issued the directive while chairing a meeting of the National Price Monitoring Committee (NPMC) here on Wednesday. It was attended by all stakeholders.  
An official statement said that volatile prices of edible oil in international market had pushed up local prices in the country. The minister stressed the need for having a sliding scale to link up prices of edible oil in local market with international market.  
Special Assistant to the Prime Minister on Food Security Jamshed Cheema told the meeting that a strategy would be presented before the NPMC to build strategic reserves of pulses and perishable commodities in order to stabilise prices of the items of daily use. The strategy will include provision of enabling infrastructure, including agri malls, storage facilities and commodity warehouses.   
The SAPM also mentioned the plan to purchase pulses from farmers through Passco and the food department to supply pulses at lower prices to the consumers through Utility Stores and specified bazaars. Moreover, Mr Cheema underlined to need to grow sugar beet as an additional crop to ensure steady supply of sugar at a fair price throughout the year.  
The NPMC directed the provincial chief secretaries to resume daily release of wheat at the price determined by the federal government to ensure smooth supply of wheat at affordable prices across the country. The release price for wheat is Rs1,950 per 40kg.  
The representative of the ministry of industries and production briefed the committee about the arrangements being made to import sugar with respective timelines.",Newspaper
"US Open victory yet to sink in for Raducanu
","September 16, 2021","LONDON: US Open champion Emma Raducanu said on Wednesday that her 
 at Flushing Meadows had yet to sink in and that the 18 months she took off from the sport provided her with the “hunger” to prevail in New York. 
The 18-year-old Briton stunned the tennis world by defeating Canada’s Leylah Fernandez in straight sets on Saturday to become the first qualifier to capture a Grand Slam title. 
Raducanu became Britain’s first Grand Slam champion in women’s singles since Virginia Wade in 1977 and did not drop a set during her run to the title in New York. 
“I feel great. Everything that’s happened in the last 72 hours has been so much fun... it still hasn’t really sunk in, but occasionally I’ll remember that I won the US Open. So yeah, a really funny feeling,” she told the WTA website. 
Raducanu took a break from tennis last year due to the pandemic and also because her parents insisted that she should complete her high school exams. 
“Having 18 months away... coming out you play every match like you don’t know when your last match will be. That was how I was approaching the whole summer... But the biggest thing is that I never once got ahead of myself,” she said. 
“For three weeks I just played the opponent in front of me, I took care of what I wanted to try and achieve on that day against that opponent, and just repeated it for three weeks.” 
Raducanu has made a string of public appearances since her win last weekend, the most high-profile being at the Met Gala in New York on Monday. 
The teenager called her red-carpet experience “eye-opening”, adding: “At the Met Gala everyone is so experienced and so accomplished in their own way and it was really cool to hear how they are and their perspective on things.” 
The new world number 23 shot to fame at Wimbledon earlier this year, reaching the fourth round in her first Grand Slam, and intends to have a short rest after a whirlwind two months. 
“I have a few days’ rest and recovery [coming up], I think needed after the last seven weeks,” she told American broadcaster CNBC on Tuesday. 
“But then I am straight back to training and hungry to get better and come back out and play some more tournaments.” 
Raducanu could receive a wild card to the WTA Tour’s prestigious Indian Wells tournament in California next month.",Newspaper
"No govt dept has replied to queries regarding Mehran Town factory fire, IO tells court
","September 16, 2021","KARACHI: Police on Wednesday filed an interim investigation report in the Mehran Town factory fire case stating that none of the provincial government departments and civic agencies had come up with the actual cause of death of 16 workers that had 
 in the industrial unit.
The fire allegedly caused by an electric short-circuit engulfed the industrial unit, BM Luggage, on Aug 27 killing the 16 workers.
Factory’s owner Hassan Meetha alias Ali Meetha, its building’s owner Faisal Tariq, three supervisors — Syed Imran Ali Zaidi, Zafar and Rehan — and watchman Syed Zarin have been booked for their alleged involvement in the incident.
Police had first arrested the watchman and later Meetha, Tariq and Zaidi were also arrested after District and Sessions Judge (East) Khalid Hussain Shahani had revoked their interim pre-arrest bail granted to them on Aug 30 against a surety of Rs500,000 each.
On Wednesday, the investigating officer, Sub-inspector Izat Khan, submitted an interim investigation report before the judicial magistrate (East).
In the interim report, the IO mentioned that four suspects, including the owners of the factory and its building, were in judicial custody on remand. He added that two supervisors of the factory, Zafar and Rehan, were still absconding and efforts were under way to arrest them and produce before the court.
He informed the court that the DVR [digital video recorder] and nine bags full of samples of the evidence collected from the factory building had already been sent to the Forensic Science Laboratory of the University of Karachi and reports on the actual cause of the fire were still awaited.
IO Khan added that the relevant provincial government departments and civic agencies had already been included by widening the scope of the investigation into the incident.
He said that while dismissing the bail pleas of the owners, the judge had observed that “the authorities, who failed to discharge their functions include the Sindh Building Control Authority (SBCA), labour department and inspectors, deputy commissioner concerned, Karachi Development Authority (KDA) and Karachi Metropolitan Corporation (Civil Defence Department). These all are responsible for the offence and ought to be implicated, investigated and taken to the task for the alleged crime”. 
In light of the court’s observations, the IO said he had issued summons to the relevant officers/officials of K-Electric, SBCA, Sindh Civil Defence, Securities and Exchange Commission of Pakistan, the KDA, Anti-Encroachment Cell, the Karachi Water and Sewerage Board, fire brigade and Sui Southern Gas Company Limited.
Issuing letters under Sections 160 (police officer’s power to require attendance of witnesses) and 94 (summons to produce documents or other things) of the Criminal Procedure Code, the IO said he had summoned the officers/officials of these departments and agencies along with their respective reports with regard to action, if any, taken against the owners of BM Luggage (Pvt) Limited for running commercial activity in a structure officially approved for residential usage.
He further said that the fire department had particularly been asked to submit a report, replying to queries about the reporting of the fire incident, timing of their response and whether the blaze was caused by an electric short-circuit or gas leakage, etc.
He submitted that no reply had so far been received from any of these departments and agencies, adding that it was expected that they would respond in this week. Therefore, he requested the court to accept the interim investigation report and grant time for filing the final one.
While accepting the interim report, the judge granted time to the IO for filing final investigation report till Sept 18.
A case was registered under Sections 322 (manslaughter) and 34 (common intention) of the Pakistan Penal Code at the Korangi Industrial Area police station.",Pakistan
"Flour price set to rocket in Punjab amid high wheat price
","September 16, 2021","LAHORE: With the federal government hinting, and the Punjab most probably following, at wheat release price of Rs1,950 per 40kg, the flour price is set to increase by a staggering 22.73 per cent – from the current official price of Rs860 per 20 kilo to Rs1,100.  
The new flour price, however, will be 10.57 per cent less than the current market price which had hit Rs1,230 per 20kg because of an exceptional increase in wheat price during the last six weeks: wheat hit at the rate of Rs2,200 per 40kg.  
However, if the last official price is something to go by, the increase per 20kg bag will be Rs240. Last year, Punjab had a release price of Rs1,475 per 40kg and had allowed millers to sell a 20kg bag at Rs860 after adding grinding charges of Rs105 per bag. The newly announced price of Rs1,950 per 40kg (or 24.36pc more) is bound to reflect in new price: Rs975 wheat charges, Rs105 grinding charges and Rs20 transportation charges and profit margin) and a market price of around Rs1,100 per 40kg.  
“The Punjab had also recommended the same price which Special Assistant to Prime Minister Jamshaid Iqbal Cheema hinted at on Wednesday,” claims an official of the Provincial Food Department.  
The next crucial decision, which the department now has to take, is the release date. The decision on both issues (release price and date) has to be taken by the provincial cabinet and the department has already moved a summary in this regard and a decision should come by the end of this, or early next, week. The supply side situation, he said, is still easy.
“So, the food department can wait for a week or two. However, the final word will come from the cabinet,” he said.  
“Yes, there is no supply panic. The millers are holding stocks of around one million tonnes: 850,000 tonnes of declared ones and some undeclared for trading purposes. The department itself houses around four million tonnes and three million tonnes is being imported by the federal government; of which one million tonnes will be coming to Punjab in case of need,” explains a miller from the city.  
“The total availability will thus be around 5.8 million tonnes. It is the same quantity that was available to the province last year. Thus everyone should stay comfortable as far as domestic requirement and arability is concerned. However, drainage to Afghanistan is a question mark,” claims Muhammad Ramzan, a trader from the city.  
Afghans are left on their own this year and there would neither be American nor Indian food help coming to them. There only fallback would be Pakistan.  
“Pakistan can have import for export policy, to begin with. It means allowing millers to import as much wheat as they want to send to Afghanistan. At the later stage (may be by November or December), Pakistan can allow flour export to Afghanistan if its stocks allow. But, it should not take eyes off the Afghan market because it can create pressure, in otherwise comfortable Pakistani market, he advises.  
Justifying the new price, SAPM Cheema insisted: “In India, each kilo of flour costs Rs61, it is Rs75 in Bangladesh. Even after the increase, per kilo price in Pakistan will be Rs55 per kilo.”  
He said this while addressing a press conference here on Wednesday.",Pakistan
